<a0> <a1> <a2> <a3> <b0> <b1> <b2> <b3> <c0> <r> <r_gold>
-3.25 -6.5 7 3 5.5 0.125 5 -4.5 7.5 10 12
0.375 -4 10 -3 -4.5 0.4375 8 -6.5 3.5 96 96
1.125 -5 9 8 6 -1.875 -8 4 -3.75 -28 -28
-6 4 8 -8 -5 3.75 8 4.5 0.625 80 80
4 6 5.5 5.5 3.75 -10 5 -9 5.5 -60 -60
6 3.75 4.5 -10 2.75 -10 5 5 -5.5 -52 -52
-5.5 0.75 -1.375 0.15625 2.25 -4.5 9 -7.5 -4 -32 -32
8 -1.75 8 5.5 -0.109375 -5.5 10 0.140625 1.875 88 88
-1.5 -0.375 5 3 8 -7 7 1.875 -6.5 26 26
-10 7 4 -8 10 8 -8 -5 8 -32 -24
-9 -2.5 1.375 -8 -9 4 -8 5 -5 20 15
0.5625 -5 -3 0.234375 2.25 9 7 3 -3.75 -72 -64
5.5 -4.5 -0.5625 -10 3 -9 -2.5 0.625 -6.5 44 40
-9 -2.25 -3 0.140625 3.25 1.625 7.5 9 0.234375 -56 -56
-0.8125 5.5 -9 -6 -7 3.5 -0.101562 -4 -7.5 40 40
8 -5.5 4 7 -5.5 -9 7 -2.75 5.5 20 18
8 -8 5.5 -1.5 10 -7.5 -2 9 -6.5 104 104
-1.625 -10 -7.5 4.5 -3 -1.125 -8 -7.5 -4.5 40 44
0.0253906 6 6 1.25 -4.5 5.5 -8 0.4375 3.75 -11 -11
-4.5 6 -4 0.5 -9 -9 -7 -8 -5 6 3
-2.25 -10 0.109375 -8 6 4 -7.5 -5 -9 -24 -24
-3.25 4 2 -9 0.75 -8 -9 7 7.5 -112 -112
2.25 -9 5.5 9 5.5 -4.5 9 1.625 -0.140625 120 112
-4 9 1.5 -6 -3 0.875 -2.5 -5 6.5 52 56
3.5 -10 3.5 -3.25 5.5 -6.5 -5.5 5 -7 44 36
8 -0.3125 -3.25 2 -7.5 -2.25 -2.5 -10 1.375 -72 -72
9 -3.75 3.75 -7.5 -5.5 10 -4 -0.0390625 -4.5 -112 -104
-0.25 -0.21875 2.25 3 5.5 -1.25 5 4.5 -2.75 20 22
-1.625 -7 -7.5 -1.5 9 -1.75 1.125 -6 8 6.5 6
8 8 -0.03125 -0.0214844 8 -5.5 -7.5 -10 5.5 28 26
-1.75 6 -8 0.0175781 -8 5 3 -1.875 -8 12 12
5 8 -8 -3.75 -9 3 -7 8 3.25 10 9
1.625 5 7 -0.46875 -6.5 2 -9 2.75 10 -56 -56
-10 -4.5 -7 -3.25 -4.5 1.875 9 9 4.5 -52 -52
-9 -3 10 -0.25 -3.5 4.5 -5.5 -0.3125 2.5 -36 -36
7.5 2.5 -8 3 5 -1.25 -2.25 1 7.5 60 60
-2.75 7.5 -1.5 -6 -2.75 8 3.25 -6 -5 96 88
0.078125 -6 -5 2.75 0.8125 7.5 8 -6.5 -5 -104 -104
10 -8 -1.75 8 6 5.5 -7 3 -4 48 48
-9 -9 -6 4 6 -0.5625 -3.25 -5 -2.25 -52 -56
-1.75 -9 -3.5 6 -1.25 7.5 7.5 -6 -10 -128 -144
-2.5 -6 -9 -9 4.5 2.75 6 -8 -8 -16 -16
7.5 1.125 2.25 -9 -1.25 -7 10 3 8 -13 -14
9 -3 -0.28125 1.875 -5.5 7 -5 -8 -5 -96 -88
1.125 8 -4 -1 -1.875 2.25 8 -6 -6.5 -18 -16
-6.5 0.40625 -5.5 -6.5 6.5 -2.25 8 9 -6.5 -160 -144
5 -6.5 -1.25 6 2.75 6 -2 6 -6.5 6 5.5
1.375 -8 -10 7.5 -6 -5.5 -1.125 -2.75 4.5 32 32
7.5 5.5 6 0.171875 7.5 8 3.75 4.5 -9 120 112
-6.5 -3.5 -5 -10 -10 4.5 -3.25 -2 1.75 80 80
-6 -10 -7.5 -1.625 -0.6875 3.25 -8 4.5 2 24 26
-0.8125 8 6 -2.25 -3.25 -3.5 -7 1.125 9 -60 -56
6.5 9 4 -4 4.5 4.5 5.5 5.5 -7.5 64 64
2 3 6.5 7.5 9 -2.75 3.5 -1.75 9 30 28
-5.5 6 -6 3.5 -1.25 3 3.25 2 -0.40625 12 11
-6 -10 -1.375 -9 -2.25 -2 -8 10 -6.5 -48 -52
-1.625 0.9375 7 8 7.5 -3.25 -10 8 -0.40625 -24 -24
7 4.5 6.5 -9 7 8 1.875 0.5 -2.5 88 88
2.75 5 -3 2.5 0.5625 5.5 -9 7.5 -4 72 64
5.5 10 2.75 -5.5 4 6.5 10 1.5 -6.5 96 96
9 4.5 -5 5.5 8 -4.5 6.5 -6.5 1.5 -16 -14
4 9 -8 -6 4.5 -6 7.5 10 -0.625 -160 -160
1 0.9375 7.5 0.4375 -8 3.25 -8 3.5 -9 -72 -72
-9 -9 -1.125 9 -5.5 10 -1.125 -9 -1.125 -120 -120
-8 -8 -2.25 0.3125 -5 0.8125 0.5 -4.5 5 36 32
-7 5 3 4 6.5 10 -2.75 -5.5 9 -16 -16
-7.5 0.171875 -8 1.875 -2.75 5.5 4 -9 -7 -32 -36
6 -8 3 -9 9 0.46875 -9 -1.125 -5.5 26 26
-5.5 2.5 -4.5 3 -9 -4.5 5.5 -10 -1.125 -20 -20
5 -8 0.875 4 3.5 -8 -1.75 -3.5 -7 56 56
-7 6.5 8 -0.0625 7.5 5.5 -4.5 3 -2 -56 -56
-4 8 -9 2 5.5 -8 -2.75 8 -7 -56 -56
-10 2.25 -5.5 -0.15625 -3.5 -8 10 4 2.5 -36 -36
-1.625 9 5.5 -2.75 1.375 -9 6 -0.00585938 3 -48 -44
2.75 5.5 10 -2.5 5.5 -3 -4.5 -4 -10 -48 -40
-1.375 7 -1.625 -5 -5.5 -1.5 -6 1.5 6.5 5.5 6.5
5.5 -1.875 1.75 -0.21875 1.75 4.5 -3 7.5 -0.75 -6 -5
-0.0859375 6.5 -9 -3.5 3 -0.1875 7 -5 1.875 -48 -48
6 -9 -3.25 2.75 -6 -8 -7.5 -5 -0.5 48 48
-1.125 7.5 6 -8 -8 -10 4.5 -3.5 6.5 -4 -1.5
-0.8125 -9 -4.5 0.15625 -1.125 -3 -2 9 -5.5 32 30
-2.75 0.8125 -5.5 1.875 -7.5 10 -0.40625 -8 5 24 20
-7 8 4 6.5 -3 5 -6.5 7.5 -1 80 80
-1.625 -9 7 9 -2 8 3.75 5.5 7 14 7
-9 -6.5 4.5 -1.125 -2 -5.5 4 -1.375 -7.5 64 64
-3.5 7.5 10 7 -6 -6.5 10 -6.5 8 36 28
1.125 -9 -8 -5.5 -3.5 3.5 -9 0.4375 1.75 36 32
8 5.5 2.25 -1.75 0.46875 -3.75 -6.5 9 -1.75 -48 -48
5 -0.75 -3.75 -0.125 7 -5 7.5 2.25 -5 3.75 7
-9 -3 1.75 0.75 0.5625 9 5 -5 3.5 -24 -24
-10 -8 4 5 1.625 -9 5.5 9 -7.5 120 120
1.5 -6.5 8 3 -3.5 8 4 7 -10 -11 -14
4 -6 9 2.5 -6.5 7 -7.5 2.5 -4.5 -144 -128
-9 2.5 -1.375 -6.5 -5.5 9 3.75 -4 2 88 88
-9 5.5 0.875 -7 3 3.25 -4.5 6 0.8125 -56 -56
3 -10 -2 -4 9 2.25 4.5 -0.9375 -9 -10 -8
-6 6 -10 -9 -7 5.5 -4.5 10 -2.5 30 22
-7 -7.5 4.5 -9 0.34375 4.5 10 -1.25 0.0585938 20 20
-10 6.5 -3.75 -8 7 -1.25 1.125 6.5 -10 -144 -144
-8 7 6.5 3.5 6.5 10 6 -1.375 -3.25 48 52
-9 6.5 -1.125 2.5 2 -3 1 -9 3 -60 -60
-8 -0.140625 -4.5 -3.75 9 4 2.25 -7.5 10 -44 -40
3.75 -10 -1.375 9 10 7 -3 2 -1.125 -10 -15
-0.5625 -7 -7 -8 -5 -4.5 -7 8 7.5 24 24
-10 -7.5 5 10 4 2.75 5.5 4 -10 -4 -2
-4 5 3.75 -1.875 8 2.5 2.25 -1.75 -0.8125 -9 -10
0.140625 -6 -7 -5.5 5.5 4.5 9 3.5 7 -96 -104
3 4.5 -4.5 -3.5 4 6.5 -3 -1 -4.5 52 56
9 6.5 4.5 -5.5 2.25 -4.5 10 -1.125 8 52 48
9 3.75 -0.0703125 0.171875 -6.5 5 4 7.5 1.75 -36 -40
4 -7.5 7 -2.25 -4.5 -10 -6.5 -3.75 -8 11 12
-10 2.75 -8 0.875 -8 -0.4375 3.75 -1.75 -0.28125 48 48
-4.5 -1.25 0.140625 -4 -0.875 -7.5 -4.5 3 3.5 3 3.5
-3.5 0.46875 0.6875 9 -6.5 -7.5 7 -9 -6 -64 -64
2.75 8 9 0.117188 6 -4.5 0.8125 -0.46875 4 -9 -8
-9 -0.117188 -9 9 0.875 -3.25 1.25 -10 -5 -112 -112
-4.5 2 -0.5625 -6.5 -3 1.875 0.4375 7.5 6 -24 -24
-3.75 -1.5 -4 1.875 3.75 -10 -9 -9 0.6875 24 20
-5 2.5 1.875 0.875 10 2.25 1.25 5.5 7 -32 -28
9 0.75 5.5 -7.5 -10 -2.75 -5.5 -9 -2.25 -60 -60
-3 -3.25 3 -7.5 -9 -9 -0.40625 -2 2.5 72 72
0.6875 7.5 -5.5 6.5 3.75 -6 4.5 -6 4 -104 -96
7 -9 -10 1.75 9 -3.25 6.5 9 5.5 56 52
-2.75 -1.375 3.75 6 -5.5 -9 7.5 0.0390625 6 64 64
8 -8 9 5.5 3.5 -4.5 -8 3.25 1 10 11
-3.5 10 1.75 -4 -3.5 -1.75 9 -9 7 56 56
-4.5 -6 4 8 -2.75 -7 1.375 4.5 5 96 104
-8 6 6.5 -8 -5 -5.5 -9 3.75 -9 -88 -88
-2.75 -7.5 3 2 -0.109375 -3 7 -10 -10 12 10
-1.5 -7 9 -4 6 -8 -6 3 2 -18 -18
0.875 -8 1.375 -6 4 2.25 -1 4 9 -32 -32
-7.5 -4 -1.625 -5 5.5 -7.5 4 1.75 -5 -32 -28
1.5 0.3125 -10 -2.25 -9 7 -8 -3.5 -7.5 72 64
5.5 -3.5 -8 0.5 9 -3 7.5 -2.5 -9 -9 -14
6.5 1.625 -2.25 5.5 -5.5 -0.140625 0.9375 -4.5 -2 -64 -64
5 -9 3.5 -5 5.5 -3 0.6875 8 0.0253906 20 20
5.5 1 -6.5 -5.5 -7 -1.125 10 -7.5 9 -56 -56
10 0.171875 3.75 -8 -6.5 -8 -5.5 3 -3.75 -120 -104
-3 6 2.25 -8 -6.5 4.5 4.5 1.5 -0.28125 48 44
2.25 3 3.25 0.15625 6.5 -9 -5.5 -1.25 5.5 -24 -26
0.234375 2.5 -5 2.25 -5.5 -9 -7.5 5.5 -2.75 24 22
5.5 1.25 7 8 -7 3.25 6.5 9 0.25 80 80
1.375 7.5 8 9 7 -4 -9 -7 -9 -160 -176
1.875 -2.25 9 -5 -7.5 -4.5 -7.5 0.75 -9 -80 -72
9 2.75 5.5 0.6875 1.875 4.5 -10 -10 3.5 -30 -32
0.4375 0.625 8 -6.5 -10 2.25 -0.6875 -4 -8 10 10
-3.25 -10 2.75 5.5 2.25 0.875 -6.5 -1.375 -4 -44 -44
3.25 4 -5 7 -0.3125 1.375 9 -9 10 -96 -96
-0.9375 -2.75 -4.5 -9 -9 -0.109375 -6 -9 -8 112 104
-0.1875 5 0.0585938 -3.25 -4 2.75 3.25 -0.5625 3.5 20 20
9 -8 -8 -8 6 -2.75 1.875 7.5 -2.75 -4 1.25
-1.25 7 7 -6.5 -0.3125 0.4375 -7.5 -5 -5.5 -24 -22
-8 -4 -6 -3.5 -2.25 -0.625 -6.5 5 -5.5 36 36
2 -5 -3 -1.125 -7.5 -5 7.5 -9 -1.625 -4 -4.5
8 -0.234375 1.875 -7.5 1.5 -8 1.375 5 5.5 -16 -14
0.140625 2.25 -3.25 -8 4.5 5 -1.125 -4 3.75 52 52
6 3.5 10 4 8 5 3.5 2.25 -5 104 96
3 -9 -3.25 -4.5 -7 -9 0.125 -0.6875 -2 60 64
10 -4 -6 -9 3.75 2.5 0.4375 4.5 4.5 -12 -12
3.75 -7 -9 0.1875 -9 -7.5 -5 7.5 -2.25 60 60
0.25 -4.5 5 6 -8 -6.5 2.75 6 8 80 88
3.5 -8 -2 3.5 7 -4 7 1.375 -3.25 44 40
-0.3125 -4 4.5 -0.234375 -3 1.375 -8 -4 6.5 -32 -32
1.125 8 -5.5 -0.9375 -5.5 7.5 -2.75 -3.5 -6 64 64
2.5 -10 7 1.125 9 -5.5 0.875 5 -9 88 88
2.25 -6.5 -0.0546875 -6.5 10 -4 8 8 3 0 -1
2.25 8 -5.5 -3.5 -7 -5 -0.375 5.5 -7 -80 -88
0.6875 -2.5 -2.25 3.5 -9 -2.75 8 8 -10 0 2
6.5 -8 -7 -1 -5 2.25 4.5 5.5 -4 -96 -96
-2.25 -1 3.25 -10 -5 5 -1.375 -9 -5.5 88 80
8 7.5 0.15625 -8 6.5 0.25 -2.25 9 4 -16 -16
8 1.5 9 -7 -9 -0.4375 6.5 -5.5 -6.5 16 22
-3.5 2.25 -4 9 4 -3.5 6.5 -7.5 -5.5 -120 -120
5 10 -8 7 3 -8 9 -8 -7.5 -192 -192
7.5 -7 -7.5 1.25 -10 -6 6 -8 -5 -96 -96
5.5 -10 -1.875 0.5625 -1.5 1.625 6.5 -7 0.6875 -40 -40
8 -0.0253906 -0.6875 -6.5 9 1.375 -4 4.5 4.5 52 44
-9 -10 3.25 -1.625 -10 3.25 -6 8 6 32 30
-1 -4.5 -8 -8 3.25 1 -7 -7.5 7.5 112 120
10 -7 8 -4 -9 2.5 7 -4 9 -24 -24
-9 7.5 -4 1.25 -1.375 8 -0.75 -7.5 4.5 72 72
5.5 -3.5 4 9 0.875 -1.625 -6 3 4.5 18 18
7 3 1.5 5 3.5 -1.125 -1.625 -3 3.25 7 6
6 -1.875 -10 -4 -7 -4 5 -2.5 8 -64 -64
-7.5 7.5 1.25 -4 2 -7.5 -9 -2.75 2.75 -72 -72
-8 -0.625 -9 10 -9 8 3.5 4.5 -4.5 72 72
7 0.9375 2.75 8 7 -0.625 10 3.25 6 104 112
8 -6.5 6.5 7 -6.5 -4.5 -4 -3.5 6 -72 -64
-5.5 8 -0.3125 -8 7 -6 3 10 8 -160 -160
0.3125 -8 -10 -4 -7 -1.375 5 -2.5 -9 -40 -40
0.375 -6 -4 -1.375 -5 9 4.5 -9 2.25 -60 -56
4 -0.625 2 -1.25 -3.75 5 -3.5 -10 6.5 -5.5 -5.5
3.75 -8 4.5 1.375 -7.5 -5.5 -7.5 -2.25 4 -18 -16
-1.875 -6 -9 10 7 -5.5 -0.75 -9 6 -56 -56
-4.5 -9 -9 -6 -9 -0.46875 -1.75 -8 -10 96 104
-5 5.5 -4.5 0.3125 -7.5 -9 10 -5 2.5 -56 -52
-9 6 8 -1.5 -2.5 -9 10 7 -5.5 30 36
9 -2.25 1.375 -0.9375 6.5 -3.75 1.375 -6.5 3.5 80 72
-6.5 -10 -4 -4.5 -5 6 -4.5 4.5 4.5 -26 -26
-9 9 -2.5 4.5 -6 9 -7.5 5.5 5.5 192 160
-3 6 -6.5 0.5625 -2.25 -2 5.5 1.375 -0.625 -40 -40
5 1.625 -5 -4 4 8 -6.5 -8 6 104 104
-6 10 6 -0.8125 0.875 10 -4.5 9 -5.5 52 48
2 10 6.5 -1.25 -5.5 -6 -0.375 2.25 9 -64 -64
2 8 0.8125 9 -6.5 -2 -9 2.5 6.5 -7.5 -7.5
-0.8125 0.40625 -4.5 -4 -9 -8 8 -0.6875 -0.8125 -30 -30
-7 -3.75 -10 -5 -4.5 -0.3125 -1.625 3.25 -7.5 28 24
1.875 -3.5 -1.625 1.375 0.0292969 -3 4.5 7.5 7 22 20
-4.5 -0.40625 6 -10 -8 3.5 0.4375 1.25 6 32 32
9 -7 -2.25 -8 2.75 -7.5 -4 -8 -6.5 144 160
10 -6.5 5 6 3.5 -2.5 -5 0.9375 -6 26 26
-0.9375 7 -3.25 1.625 6 4.5 1.75 8 -7 24 24
0.5625 -3 -3.75 -9 -7.5 7 -5 -1.75 9 18 20
-7 -1.75 -8 -6.5 2.5 -0.0253906 -7.5 9 9 -6.5 -11
0.875 8 -3.25 -6.5 3.75 7.5 9 3.75 8 20 16
0.8125 3.5 -5.5 1.25 -0.46875 -4 -0.8125 5 -6.5 -10 -10
-1.75 -0.21875 -3.75 8 -2.75 -8 6 -7.5 6.5 -72 -64
8 7.5 8 -3.5 -2.75 -7 -4 -9 8 -64 -64
-0.75 -2.75 -4.5 7.5 -7.5 -7 9 -7.5 3 -72 -72
-10 8 8 -6.5 -1.875 -9 -5 3.5 -8 -120 -128
-8 -8 -8 5.5 -5 -0.09375 8 -3.25 9 -32 -32
-7 2.5 -3 2.25 3 0.8125 -1.625 4 -6.5 -13 -10
3.75 -6.5 -7 -10 9 -2.5 -1.5 7.5 -5.5 -20 -22
5.5 9 9 -9 9 9 1.75 0.75 -2 144 144
8 -3.5 6.5 1.75 1.75 -2 1 7.5 -9 32 32
7 0.0859375 -1.5 -7 4 3 9 3.5 5 -6.5 -5
-3.25 6.5 -6.5 6 3.5 -8 6 -9 7 -144 -160
-3.25 2.25 -6 8 7.5 -8 5.5 -9 0.40625 -144 -144
1.375 -7 -4 -10 -7 -2.75 -2 -7 -4.5 80 80
-7 0.6875 -1.625 8 -1.25 9 8 -5 1.75 -36 -40
1.875 1.75 -2.25 -9 2.25 -7 -9 -5 -3.25 56 52
2.25 -10 9 -8 0.5 6.5 -0.8125 2.25 -4.5 -96 -96
-5 -4 -1.75 -5.5 0.28125 -8 10 -8 -3 56 52
0.8125 0.5 -3 -7.5 9 -9 -8 7.5 4.5 -24 -24
10 2.75 -4 -4 3.75 -3 1.125 9 9 0 -3
-4 5 6 1.75 2.25 -2 -5 -4.5 0.3125 -56 -56
6 8 2.25 7 6 -6.5 -7 -3.5 0.1875 -56 -56
-5 0.101562 3.25 1.5 -5 4.5 -3.5 7.5 -4 20 20
9 -2.5 -10 -0.875 9 8 -10 7 -2.75 160 160
-8 1.5 1.375 7 -6 3.5 9 2.5 -8 72 72
-3.5 4.5 -10 -3 8 -1.375 3 -6.5 -0.15625 -44 -44
-5 -7.5 4 1.125 -10 2.5 1.125 -3.25 -0.5625 32 32
-1.75 0.375 -9 2.25 -6.5 9 5 6 1.75 -14 -14
-7.5 0.8125 8 -0.9375 -3 -10 6.5 1.625 -0.03125 64 64
2 -8 3.75 8 5.5 -3.5 9 -8 6.5 16 14
0.9375 1 -9 -7 -0.9375 3.5 -0.9375 0.0234375 1.875 13 12
2.25 -5.5 -2.25 3.25 5.5 -5 1.75 -3.25 -6 18 18
8 6.5 9 10 1.875 7.5 0.21875 -3.5 4 36 32
2 8 -6.5 4 7 -8 -5 2.75 9 3.5 4
5 -6 -1.375 -5 6 -2.75 -10 -9 6.5 112 120
4 -0.5 6 -2.25 1.625 -7 -8 10 -10 -72 -72
-0.3125 9 -7.5 -6.5 -7 2 2.5 5 -2.5 -32 -32
9 -1 -8 1.375 9 4.5 -7.5 -9 1.375 112 112
-9 4.5 -0.875 -9 2 -6.5 0.046875 7 -7.5 -120 -120
-7 7.5 1.625 -7.5 -5 7.5 5 7.5 -5.5 40 44
4.5 -7 2.75 5 2.5 8 -4.5 -4.5 -9 -88 -88
9 -7.5 -2.5 -7 2.75 -8 4.5 8 2.25 24 18
-9 -6 5 -9 -0.8125 -5.5 -2.5 2.25 0.1875 8 8
-0.9375 7.5 3.25 -5 8 -6.5 -8 -6.5 8 -40 -40
-9 7.5 10 4.5 -8 -2.25 -4.5 -9 -9 -36 -36
10 6.5 -10 3.25 8 -9 9 -9 -6 -112 -104
-8 -8 -8 -3 -0.5625 -3.75 6.5 4 9 -20 -20
-4 0.15625 -5 -8 6 -2.75 -6 -5.5 4.5 56 52
-3.75 -7 4 -10 5 -3.25 5 6.5 -7 -48 -48
8 -7.5 6 -2 7.5 9 3.75 -0.625 -9 8 11
3 -6 -3 -5.5 -0.125 9 -10 2.25 1 -36 -40
0.234375 4.5 10 7.5 -1.75 -3.75 -8 9 7.5 -20 -24
8 9 6.5 -7.5 -5.5 7 5.5 -10 0.8125 128 128
5 5 9 8 -9 5.5 -9 0.875 -8 -96 -96
4.5 -6 0.875 -2.5 -8 -4.5 7 6.5 -1 -20 -20
5 -6 8 8 6.5 4 8 -2.75 -5 40 44
-2.5 6 -9 -8 -0.875 4.5 -6 6 6 40 48
4.5 0.8125 -3.5 -6.5 -2.75 5 -9 1.375 9 24 24
5 3.5 -10 -0.34375 4.5 -5 -9 -0.8125 -8 88 88
1.125 -8 3 -8 -2.5 -6.5 -5.5 7 -3 -24 -28
0.5 -2.5 1.25 3.75 6.5 -5.5 -5.5 7 9 48 44
-9 5.5 2.25 -3 3.5 2 -7 -0.875 -5.5 -36 -36
-3 -2.25 -1 -6.5 1.375 -9 -3.25 -10 10 96 88
3.75 -4.5 4.5 -3.75 1 10 2.75 -7 8 6 6
0.0703125 -7 -2.25 8 -10 5 -6.5 -7 -5 -80 -88
-6.5 6 -7 2 -5 7 1.375 10 -9 80 72
6.5 7 7.5 2.5 8 9 -8 -4 -0.1875 40 40
-2.25 -1 1.625 3.75 -7.5 -1.375 -7 5 -0.5 26 24
6.5 -5 -5.5 -7.5 5.5 10 8 -7 -9 -12 -13
5 5 9 -9 6 -6 -7 3.25 8 -80 -88
5 1.25 5 4 -3 2.5 0.75 7.5 2 24 24
-2.25 -1.375 -7 0.34375 -0.6875 -5 -9 -6 8 80 80
-2 -6.5 -8 3.25 6.5 4 -8 -3.5 2.75 16 16
3.5 -2.25 -0.75 4 -6 -7.5 8 4.5 4.5 13 12
-8 -2.5 2.5 -9 1.125 -7.5 -1.5 -1.25 -3.75 14 12
-6.5 1.25 9 -3.25 3.75 2.75 -5.5 1.25 -3.75 -80 -64
-9 -7.5 -3.5 9 10 7.5 5 9 -5 -96 -88
0.6875 9 -0.8125 -0.8125 0.5625 1.25 -9 0.5625 4.5 24 22
-7 4 5 -8 -0.125 -10 -3 5 -9 -104 -104
1 -2 -5.5 -2.25 -10 0.5 -10 0.046875 0.203125 44 44
2.25 4.5 10 2 6.5 1.625 -6.5 2.25 9 -28 -28
-8 -4.5 3.5 2.75 -6 -4.5 -9 6.5 -5 48 44
8 4 8 -7 -5.5 -2.5 6.5 -6.5 -5.5 40 36
-3.25 -8 -1.75 -0.5 -5 6 -9 10 -8 -28 -28
-1.375 0.09375 9 -3.75 9 -8 7.5 -6 1.25 80 72
3.5 -7 5.5 -2 5.5 -3.75 -9 4 -8 -22 -16
7 -8 7.5 -2.25 10 -3 -7.5 -4.5 -2.75 44 44
2.25 6 7 10 -6.5 3 -3 -4.5 -6.5 -72 -64
7.5 3.5 -10 0.078125 -6.5 5.5 4.5 7.5 -5 -80 -80
7 -4 -7.5 6 8 -0.5 7 -1 0.21875 -2.5 -1.75
6.5 -2.75 -5.5 -3 3 -0.5625 -7 3.25 9 64 64
-0.8125 4.5 1.125 -9 -0.203125 3.5 2.75 3.25 4.5 -5 -5.5
4 5.5 4.5 6.5 -3.5 7.5 6.5 4 1.75 88 80
-6 -9 2.75 -7 7 -5 1.625 9 -2.75 -56 -60
-5 7 -9 -2.25 8 3 8 9 1.75 -120 -112
-5 5.5 0.8125 -7.5 0.5625 -5.5 -2.5 0.40625 -8 -48 -44
-6.5 -10 -4.5 -6.5 8 -5.5 1.125 -9 0.28125 56 60
1.625 -5 -9 -7.5 -4.5 -9 6 8 4 -72 -80
2 8 -8 4.5 -9 -0.28125 -6.5 -7.5 -3.5 -6 -3.5
-0.6875 7 2.25 -8 -2.25 0.9375 -9 5 -1.375 -56 -52
-0.4375 -1.25 9 9 -5.5 -5 4 8 -0.875 112 112
7 0.0429688 -9 -4 -3.25 7.5 10 2.25 -2.25 -120 -120
8 10 4.5 -7 8 -3.25 -7.5 -7.5 8 60 60
2 -3.25 -7 8 9 -4 2.5 8 -3 72 80
4 -7 8 6 -7 7 3.75 8 -5 0 -5
-9 -9 -6.5 -4 -2 -3.75 8 4 -0.75 -16 -20
-7 -3.75 9 8 2.5 5.5 -1.875 -2.25 4.5 -64 -64
-4.5 -5 -7 -5 4.5 -10 0.101562 5.5 7 8 7
-4.5 -10 -6.5 1.625 0.5625 -4.5 6.5 4.5 8 18 12
-5.5 -8 -1.5 0.25 1.75 -2.25 -9 -7 -0.5 20 20
7 6.5 6.5 2.25 -2.25 -8 8 1.375 9 -5 0
0.5625 6 -6.5 3 1.75 -1.125 0.0195312 0.6875 -4 -8 -8
8 -5 -1.125 0.9375 0.8125 -1.5 0.46875 5 -6 12 12
6.5 -1.625 1.625 0.75 -0.28125 -1.75 -4 -2.75 4 -3.5 -3.5
-7.5 -4 2 -6.5 -5.5 4.5 -1.625 -6 -10 48 48
-7.5 6 10 9 -6 -9 -9 -0.375 2.25 -96 -96
-0.09375 -8 5.5 8 3.75 10 10 6 -1.375 24 22
3.75 0.171875 -4.5 -9 -5 -2.25 1.375 -0.6875 4.5 -14 -14
3.25 -0.875 8 -0.625 4 9 6 9 6 56 56
-3.25 -3.75 1.375 4 -2.25 -9 -4.5 -6 -8 2 0
4.5 -8 7.5 0.09375 -1 -2.25 10 1.75 -0.15625 88 88
-6.5 -6 -1.125 -8 -9 10 -8 -4 -9 28 32
-8 6.5 2 -4.5 -9 -9 -7.5 -5 -6.5 12 14
-2.75 -5.5 -9 3 4 8 9 10 -5 -112 -104
-3 3 2.5 -4 1.5 8 9 8 -8 4 0
-8 -2.25 8 4.5 10 0.8125 -7 -3 4.5 -144 -144
-8 9 0.46875 1.625 0.9375 -0.125 -0.625 0.625 -8 -16 -16
9 9 9 8 8 -5.5 1.625 5 1.125 80 80
-2.5 -7 6 -0.4375 9 3 1.75 -1.75 -6.5 -36 -36
6.5 0.140625 -6.5 -0.21875 -5 0.3125 0.6875 9 -8 -44 -48
3.75 -3.75 -6 -7.5 3 -0.46875 1.5 7.5 4.5 -48 -48
3.5 -4.5 8 -7.5 10 6 -2.25 -3 -6 6.5 6
-1.25 6.5 0.8125 -3.75 6.5 -6.5 3 3.5 -1.25 -60 -60
1.125 -1.125 -2.25 0.0195312 7.5 -5 -5 7 -10 15 14
-6.5 -9 -5.5 -10 -2 8 -1.75 9 9 -128 -120
-4.5 7.5 -0.6875 -7.5 3.5 5 -0.5 2 2.5 9 7.5
-7.5 -1.75 -1.25 -6.5 0.625 -8 5.5 9 -10 -64 -64
-4 10 -7.5 5 4.5 0.40625 9 7.5 5.5 -36 -40
5 -0.5625 -7.5 -1.25 10 -7.5 -7.5 3.25 -1.625 104 112
-5.5 5 4.5 -7 -3.75 2.5 0.25 2.25 6.5 24 22
-4.5 3.5 -9 9 5 -9 -8 -7 -0.875 -48 -48
-9 5 -5 2.25 -9 -8 -9 -1.125 8 96 88
10 -9 -9 -4.5 -8 -4.5 -0.875 2.75 -5.5 -52 -48
1.5 0.75 4.5 1.875 8 5 4 4 -8 32 32
6.5 3.75 2 1 3 10 -0.5 9 7 72 72
8 -9 -10 3.25 -4.5 6.5 6.5 4.5 1.625 -144 -144
9 -6 5.5 7.5 6.5 -9 9 -0.5625 -4.5 160 160
-5 9 -6 3.5 -2.25 -9 -6.5 9 -9 -8 -9
10 -4 -0.5625 -4 -0.3125 -1.375 -9 8 2.25 -22 -22
3.75 3 1.25 -4.5 3 -1.125 2 -1.375 -0.3125 16 16
-0.9375 6.5 1 6.5 6.5 5 2.75 -4 -0.46875 2 1.5
0.875 2 4.5 -2.75 6 3.5 5 -1.375 9 48 44
-5.5 -7 4.5 -10 2 6 1.25 -7.5 2.5 32 26
3.75 8 7 -3 5.5 9 -4.5 -9 -7.5 80 88
-5 0.125 -0.75 6.5 -6 0.375 -4 4.5 2.25 64 64
8 -8 5 1.125 0.0351562 7.5 9 -9 1 -26 -24
